iter,median_eval,mean_eval,pop_best_eval,best_eval,worst_eval
24,-15.497533798217773,-26.28798484802246,4.009255409240723,6.251608371734619,-1882.1207275390625
25,0.9231789112091064,-38.66972351074219,6.24619722366333,6.251608371734619,-1882.1207275390625
26,-13.197335243225098,-66.01346588134766,7.704533576965332,7.704533576965332,-1882.1207275390625
27,1.4996724128723145,-16.939044952392578,8.535510063171387,8.535510063171387,-1882.1207275390625
28,-20.956918716430664,-39.22295379638672,7.5578765869140625,8.535510063171387,-1882.1207275390625
29,-37.32769775390625,-74.10568237304688,5.173394680023193,8.535510063171387,-1882.1207275390625
30,1.7770426273345947,-6.58108377456665,5.779376029968262,8.535510063171387,-1882.1207275390625
31,1.785353422164917,-5.8936285972595215,4.644195556640625,8.535510063171387,-1882.1207275390625
32,3.2147610187530518,3.724494457244873,8.122018814086914,8.535510063171387,-1882.1207275390625
33,-9.655326843261719,-37.33529281616211,4.668667793273926,8.535510063171387,-1882.1207275390625
34,2.8484373092651367,-2.039033889770508,6.6716437339782715,8.535510063171387,-1882.1207275390625
35,4.613770961761475,5.103294849395752,10.755594253540039,10.755594253540039,-1882.1207275390625
36,3.4642200469970703,-3.268653154373169,7.704171657562256,10.755594253540039,-1882.1207275390625
37,3.2710037231445312,-2.9929778575897217,9.62052059173584,10.755594253540039,-1882.1207275390625
38,-4.581376075744629,-25.358470916748047,8.689875602722168,10.755594253540039,-1882.1207275390625
39,3.7635550498962402,-1.511936068534851,11.324203491210938,11.324203491210938,-1882.1207275390625
40,4.169524669647217,1.9269336462020874,11.539306640625,11.539306640625,-1882.1207275390625
41,-12.741470336914062,-11.648380279541016,7.383045196533203,11.539306640625,-1882.1207275390625
42,4.2867255210876465,2.716092109680176,10.350951194763184,11.539306640625,-1882.1207275390625
43,5.197388648986816,5.97343111038208,9.797379493713379,11.539306640625,-1882.1207275390625
44,6.234572410583496,6.3579277992248535,10.670916557312012,11.539306640625,-1882.1207275390625
45,4.82985782623291,5.714705467224121,10.417325973510742,11.539306640625,-1882.1207275390625
46,3.478823661804199,4.862048625946045,14.252443313598633,14.252443313598633,-1882.1207275390625
47,8.247397422790527,8.365558624267578,15.285358428955078,15.285358428955078,-1882.1207275390625
48,4.339301109313965,5.777571678161621,8.859350204467773,15.285358428955078,-1882.1207275390625
49,5.757684707641602,6.646720886230469,11.810065269470215,15.285358428955078,-1882.1207275390625
50,6.751164436340332,6.462065696716309,7.762453079223633,15.285358428955078,-1882.1207275390625
51,4.617494583129883,6.252470970153809,9.633152961730957,15.285358428955078,-1882.1207275390625
52,6.337837219238281,7.275441646575928,10.817118644714355,15.285358428955078,-1882.1207275390625
53,6.863877296447754,7.513156890869141,13.426514625549316,15.285358428955078,-1882.1207275390625
54,7.388204574584961,8.683558464050293,14.720186233520508,15.285358428955078,-1882.1207275390625
55,6.999815940856934,8.319852828979492,13.525184631347656,15.285358428955078,-1882.1207275390625
56,7.544015884399414,9.159578323364258,14.56450366973877,15.285358428955078,-1882.1207275390625
57,9.24939250946045,9.572294235229492,15.797723770141602,15.797723770141602,-1882.1207275390625
58,9.892731666564941,9.914545059204102,14.549131393432617,15.797723770141602,-1882.1207275390625
59,8.98450756072998,9.311413764953613,15.018404006958008,15.797723770141602,-1882.1207275390625
60,8.685449600219727,9.026233673095703,14.496685028076172,15.797723770141602,-1882.1207275390625
61,7.199851989746094,9.047740936279297,13.728680610656738,15.797723770141602,-1882.1207275390625
62,11.494083404541016,9.905866622924805,14.540313720703125,15.797723770141602,-1882.1207275390625
63,8.967134475708008,9.95002555847168,15.66302490234375,15.797723770141602,-1882.1207275390625
64,10.00871753692627,10.10143756866455,15.167598724365234,15.797723770141602,-1882.1207275390625
65,10.488872528076172,10.427300453186035,17.494274139404297,17.494274139404297,-1882.1207275390625
66,8.740498542785645,10.494888305664062,16.51548194885254,17.494274139404297,-1882.1207275390625
67,10.195348739624023,9.961469650268555,15.284014701843262,17.494274139404297,-1882.1207275390625
68,8.351950645446777,10.223721504211426,17.696258544921875,17.696258544921875,-1882.1207275390625
69,11.496567726135254,11.195165634155273,19.697132110595703,19.697132110595703,-1882.1207275390625
70,12.178357124328613,11.750669479370117,20.247970581054688,20.247970581054688,-1882.1207275390625
71,10.358504295349121,11.804920196533203,17.847675323486328,20.247970581054688,-1882.1207275390625
72,12.00170612335205,11.690637588500977,17.613893508911133,20.247970581054688,-1882.1207275390625
73,10.179073333740234,11.24696159362793,16.782798767089844,20.247970581054688,-1882.1207275390625
74,11.923210144042969,12.185140609741211,19.807552337646484,20.247970581054688,-1882.1207275390625
75,11.619356155395508,12.494715690612793,20.306421279907227,20.306421279907227,-1882.1207275390625
76,11.975881576538086,13.44597339630127,21.885343551635742,21.885343551635742,-1882.1207275390625
77,10.819084167480469,13.0099515914917,21.025243759155273,21.885343551635742,-1882.1207275390625
78,12.969644546508789,13.373021125793457,21.492036819458008,21.885343551635742,-1882.1207275390625
79,13.565958023071289,13.655380249023438,18.289180755615234,21.885343551635742,-1882.1207275390625
80,12.725630760192871,12.646100044250488,18.789539337158203,21.885343551635742,-1882.1207275390625
81,8.450689315795898,8.683613777160645,19.969484329223633,21.885343551635742,-1882.1207275390625
82,8.355804443359375,5.954483509063721,17.90232276916504,21.885343551635742,-1882.1207275390625
83,12.740795135498047,11.415136337280273,16.642580032348633,21.885343551635742,-1882.1207275390625
84,11.942741394042969,11.5823392868042,18.952938079833984,21.885343551635742,-1882.1207275390625
85,11.066263198852539,11.35264778137207,21.16728401184082,21.885343551635742,-1882.1207275390625
86,9.761543273925781,12.149017333984375,19.49602508544922,21.885343551635742,-1882.1207275390625
87,10.909668922424316,12.384160995483398,18.087566375732422,21.885343551635742,-1882.1207275390625
88,12.736393928527832,12.071805953979492,20.116209030151367,21.885343551635742,-1882.1207275390625
89,11.33319091796875,12.211568832397461,19.224567413330078,21.885343551635742,-1882.1207275390625
90,13.883174896240234,12.997584342956543,19.037630081176758,21.885343551635742,-1882.1207275390625
91,11.575830459594727,12.101582527160645,16.9787540435791,21.885343551635742,-1882.1207275390625
92,10.104547500610352,12.816137313842773,19.192516326904297,21.885343551635742,-1882.1207275390625
93,11.753494262695312,13.514432907104492,22.75690269470215,22.75690269470215,-1882.1207275390625
94,12.657275199890137,11.565893173217773,18.21198272705078,22.75690269470215,-1882.1207275390625
95,12.815637588500977,13.99138355255127,22.73668098449707,22.75690269470215,-1882.1207275390625
96,13.16573429107666,13.435358047485352,21.056381225585938,22.75690269470215,-1882.1207275390625
97,13.019289016723633,13.39854907989502,20.450027465820312,22.75690269470215,-1882.1207275390625
98,11.57487678527832,12.884320259094238,21.151010513305664,22.75690269470215,-1882.1207275390625
99,13.053634643554688,14.124157905578613,21.538101196289062,22.75690269470215,-1882.1207275390625
100,14.63432502746582,13.452733993530273,21.115779876708984,22.75690269470215,-1882.1207275390625
101,12.714141845703125,13.64587688446045,21.136144638061523,22.75690269470215,-1882.1207275390625
102,13.88559341430664,13.994804382324219,20.55261993408203,22.75690269470215,-1882.1207275390625
103,13.969730377197266,14.700947761535645,20.604352951049805,22.75690269470215,-1882.1207275390625
104,14.242596626281738,15.007287979125977,22.329744338989258,22.75690269470215,-1882.1207275390625
105,13.789640426635742,14.539373397827148,21.870330810546875,22.75690269470215,-1882.1207275390625
106,13.683648109436035,14.182482719421387,22.160991668701172,22.75690269470215,-1882.1207275390625
107,14.596084594726562,15.504467964172363,22.789695739746094,22.789695739746094,-1882.1207275390625
108,15.064367294311523,14.778752326965332,23.889022827148438,23.889022827148438,-1882.1207275390625
109,14.442832946777344,15.035795211791992,20.860755920410156,23.889022827148438,-1882.1207275390625
110,15.431244850158691,15.101295471191406,21.552072525024414,23.889022827148438,-1882.1207275390625
111,14.031475067138672,14.557950019836426,21.05195426940918,23.889022827148438,-1882.1207275390625
112,14.361978530883789,15.023760795593262,22.910686492919922,23.889022827148438,-1882.1207275390625
113,13.924200057983398,14.598287582397461,21.824539184570312,23.889022827148438,-1882.1207275390625
114,14.346952438354492,14.741600036621094,23.432754516601562,23.889022827148438,-1882.1207275390625
115,13.464035034179688,14.514913558959961,21.1495418548584,23.889022827148438,-1882.1207275390625
116,13.211186408996582,14.798845291137695,22.90060043334961,23.889022827148438,-1882.1207275390625
117,14.106588363647461,14.539939880371094,21.6621036529541,23.889022827148438,-1882.1207275390625
118,14.327497482299805,14.801717758178711,20.650352478027344,23.889022827148438,-1882.1207275390625
119,14.433903694152832,14.745615005493164,23.73062515258789,23.889022827148438,-1882.1207275390625
120,14.2544584274292,14.50873851776123,20.250839233398438,23.889022827148438,-1882.1207275390625
121,13.961347579956055,14.619199752807617,20.519672393798828,23.889022827148438,-1882.1207275390625
122,13.954214096069336,14.646398544311523,20.663536071777344,23.889022827148438,-1882.1207275390625
123,13.88965129852295,14.707796096801758,21.509702682495117,23.889022827148438,-1882.1207275390625
124,13.364800453186035,14.760388374328613,20.964603424072266,23.889022827148438,-1882.1207275390625
125,16.566944122314453,15.12512493133545,22.568531036376953,23.889022827148438,-1882.1207275390625
126,14.195927619934082,15.273149490356445,22.320772171020508,23.889022827148438,-1882.1207275390625
127,13.98027229309082,15.032946586608887,22.170761108398438,23.889022827148438,-1882.1207275390625
128,14.130414962768555,15.184659957885742,24.09969139099121,24.09969139099121,-1882.1207275390625
129,14.578740119934082,15.130899429321289,21.298831939697266,24.09969139099121,-1882.1207275390625
130,14.273063659667969,15.390417098999023,22.54017448425293,24.09969139099121,-1882.1207275390625
131,14.521499633789062,14.740199089050293,22.918758392333984,24.09969139099121,-1882.1207275390625
132,14.398924827575684,14.96728515625,21.40211296081543,24.09969139099121,-1882.1207275390625
133,14.010152816772461,14.546480178833008,20.81820297241211,24.09969139099121,-1882.1207275390625
134,14.411956787109375,14.715779304504395,22.076353073120117,24.09969139099121,-1882.1207275390625
135,15.466885566711426,14.823153495788574,21.902053833007812,24.09969139099121,-1882.1207275390625
136,14.034416198730469,14.725041389465332,22.53314781188965,24.09969139099121,-1882.1207275390625
137,13.56658935546875,14.583707809448242,21.138328552246094,24.09969139099121,-1882.1207275390625
138,14.27086067199707,14.740506172180176,21.849815368652344,24.09969139099121,-1882.1207275390625
139,13.23388385772705,14.277766227722168,21.97229766845703,24.09969139099121,-1882.1207275390625
140,13.296282768249512,13.843194961547852,20.068824768066406,24.09969139099121,-1882.1207275390625
141,13.82630729675293,13.264619827270508,19.22626495361328,24.09969139099121,-1882.1207275390625
142,12.34653091430664,14.200274467468262,21.9049072265625,24.09969139099121,-1882.1207275390625
143,13.613420486450195,13.573260307312012,19.79605484008789,24.09969139099121,-1882.1207275390625
144,12.973694801330566,13.298230171203613,21.414438247680664,24.09969139099121,-1882.1207275390625
145,13.369187355041504,13.268407821655273,21.076244354248047,24.09969139099121,-1882.1207275390625
146,13.558197975158691,13.265090942382812,20.95663833618164,24.09969139099121,-1882.1207275390625
147,12.53057861328125,12.117447853088379,18.593059539794922,24.09969139099121,-1882.1207275390625
148,12.624357223510742,12.338041305541992,17.84188461303711,24.09969139099121,-1882.1207275390625
149,10.929706573486328,11.454534530639648,17.664892196655273,24.09969139099121,-1882.1207275390625
150,12.584309577941895,12.3792142868042,18.76646614074707,24.09969139099121,-1882.1207275390625
151,10.02263355255127,12.443513870239258,21.961299896240234,24.09969139099121,-1882.1207275390625
152,10.926307678222656,12.55030345916748,19.570016860961914,24.09969139099121,-1882.1207275390625
153,10.204813003540039,12.687444686889648,20.628353118896484,24.09969139099121,-1882.1207275390625
154,12.349285125732422,14.259930610656738,21.70505714416504,24.09969139099121,-1882.1207275390625
155,13.029788970947266,13.956547737121582,20.735157012939453,24.09969139099121,-1882.1207275390625
156,14.19887638092041,14.692300796508789,23.08482551574707,24.09969139099121,-1882.1207275390625
157,13.482826232910156,14.617472648620605,20.836191177368164,24.09969139099121,-1882.1207275390625
158,13.382758140563965,14.272134780883789,20.875621795654297,24.09969139099121,-1882.1207275390625
159,14.666840553283691,14.499279975891113,20.644302368164062,24.09969139099121,-1882.1207275390625
160,13.189006805419922,14.36535358428955,20.35145378112793,24.09969139099121,-1882.1207275390625
161,14.934110641479492,14.08862018585205,18.621788024902344,24.09969139099121,-1882.1207275390625
162,12.831175804138184,14.818742752075195,21.35489845275879,24.09969139099121,-1882.1207275390625
163,15.079336166381836,14.8194580078125,20.830421447753906,24.09969139099121,-1882.1207275390625
164,13.377396583557129,14.866055488586426,23.25605583190918,24.09969139099121,-1882.1207275390625
165,13.86761474609375,14.945146560668945,22.2825927734375,24.09969139099121,-1882.1207275390625
166,15.241898536682129,15.019981384277344,23.755603790283203,24.09969139099121,-1882.1207275390625
167,15.587738037109375,15.403114318847656,23.202816009521484,24.09969139099121,-1882.1207275390625
168,13.548035621643066,15.017637252807617,21.131298065185547,24.09969139099121,-1882.1207275390625
169,15.225550651550293,14.715364456176758,20.796783447265625,24.09969139099121,-1882.1207275390625
170,16.41685676574707,15.344952583312988,22.273239135742188,24.09969139099121,-1882.1207275390625
171,15.613513946533203,15.263470649719238,21.24618911743164,24.09969139099121,-1882.1207275390625
172,14.913578987121582,15.888467788696289,22.610172271728516,24.09969139099121,-1882.1207275390625
173,15.145318984985352,15.24888801574707,22.35360336303711,24.09969139099121,-1882.1207275390625
174,16.467403411865234,15.399950981140137,20.861513137817383,24.09969139099121,-1882.1207275390625
175,14.588644981384277,15.57701301574707,22.148578643798828,24.09969139099121,-1882.1207275390625
176,15.921001434326172,15.244508743286133,23.039710998535156,24.09969139099121,-1882.1207275390625
177,15.363463401794434,15.083104133605957,20.938838958740234,24.09969139099121,-1882.1207275390625
178,14.671578407287598,14.678237915039062,20.680200576782227,24.09969139099121,-1882.1207275390625
179,14.960399627685547,15.55780029296875,21.19823455810547,24.09969139099121,-1882.1207275390625
180,14.873697280883789,15.217142105102539,21.305240631103516,24.09969139099121,-1882.1207275390625
181,15.109972953796387,15.386469841003418,21.765914916992188,24.09969139099121,-1882.1207275390625
182,17.236801147460938,15.191146850585938,20.773269653320312,24.09969139099121,-1882.1207275390625
183,15.904537200927734,15.457138061523438,25.952476501464844,25.952476501464844,-1882.1207275390625
184,15.733335494995117,15.444478988647461,22.32886505126953,25.952476501464844,-1882.1207275390625
185,16.38962173461914,15.746915817260742,22.979785919189453,25.952476501464844,-1882.1207275390625
186,16.34676742553711,15.279258728027344,21.162445068359375,25.952476501464844,-1882.1207275390625
187,15.760215759277344,15.335166931152344,22.507856369018555,25.952476501464844,-1882.1207275390625
188,14.932952880859375,15.725855827331543,22.84975814819336,25.952476501464844,-1882.1207275390625
189,16.12148666381836,15.022817611694336,21.289920806884766,25.952476501464844,-1882.1207275390625
190,13.88965129852295,14.379129409790039,19.852005004882812,25.952476501464844,-1882.1207275390625
191,14.89342975616455,14.516316413879395,20.40233612060547,25.952476501464844,-1882.1207275390625
192,15.595489501953125,14.27531623840332,20.096363067626953,25.952476501464844,-1882.1207275390625
193,14.795412063598633,14.60090446472168,19.624866485595703,25.952476501464844,-1882.1207275390625
194,14.205012321472168,14.546340942382812,22.287797927856445,25.952476501464844,-1882.1207275390625
195,12.712241172790527,14.11943244934082,20.783872604370117,25.952476501464844,-1882.1207275390625
196,12.970073699951172,13.360569953918457,20.932300567626953,25.952476501464844,-1882.1207275390625
197,13.055091857910156,14.182252883911133,21.4478759765625,25.952476501464844,-1882.1207275390625
198,13.658556938171387,13.531896591186523,20.57422637939453,25.952476501464844,-1882.1207275390625
199,13.294273376464844,13.465147018432617,18.948078155517578,25.952476501464844,-1882.1207275390625
200,10.942155838012695,13.461054801940918,18.89293098449707,25.952476501464844,-1882.1207275390625
201,13.498826026916504,14.079617500305176,21.595535278320312,25.952476501464844,-1882.1207275390625
202,15.867097854614258,14.1983642578125,19.909290313720703,25.952476501464844,-1882.1207275390625
203,11.75088882446289,13.821647644042969,19.980266571044922,25.952476501464844,-1882.1207275390625
204,13.084307670593262,13.72924518585205,19.650264739990234,25.952476501464844,-1882.1207275390625
205,13.689967155456543,13.866350173950195,21.043270111083984,25.952476501464844,-1882.1207275390625
206,12.149615287780762,13.577142715454102,20.85015106201172,25.952476501464844,-1882.1207275390625
207,12.804923057556152,13.2444429397583,19.50577163696289,25.952476501464844,-1882.1207275390625
208,12.696906089782715,13.363016128540039,21.307819366455078,25.952476501464844,-1882.1207275390625
209,12.39269733428955,12.986440658569336,19.472553253173828,25.952476501464844,-1882.1207275390625
210,11.271623611450195,12.888508796691895,19.96109390258789,25.952476501464844,-1882.1207275390625
211,11.214303970336914,12.366799354553223,19.868467330932617,25.952476501464844,-1882.1207275390625
212,11.228072166442871,12.707536697387695,20.008333206176758,25.952476501464844,-1882.1207275390625
213,12.816038131713867,13.07951831817627,19.31424331665039,25.952476501464844,-1882.1207275390625
214,12.709665298461914,12.745404243469238,19.062236785888672,25.952476501464844,-1882.1207275390625
215,12.038384437561035,13.311485290527344,20.308286666870117,25.952476501464844,-1882.1207275390625
216,13.165260314941406,13.056976318359375,18.955665588378906,25.952476501464844,-1882.1207275390625
217,12.495136260986328,13.176691055297852,20.977571487426758,25.952476501464844,-1882.1207275390625
218,12.480011940002441,12.730897903442383,19.70960235595703,25.952476501464844,-1882.1207275390625
219,12.444730758666992,12.788400650024414,22.010963439941406,25.952476501464844,-1882.1207275390625
220,13.587470054626465,13.3140287399292,19.158031463623047,25.952476501464844,-1882.1207275390625
221,11.85483455657959,13.413078308105469,18.949512481689453,25.952476501464844,-1882.1207275390625
222,12.262845039367676,13.296976089477539,20.212705612182617,25.952476501464844,-1882.1207275390625
223,13.488435745239258,13.65278434753418,22.514484405517578,25.952476501464844,-1882.1207275390625
224,11.768075942993164,13.60144329071045,21.55245590209961,25.952476501464844,-1882.1207275390625
225,13.666257858276367,13.483561515808105,20.883136749267578,25.952476501464844,-1882.1207275390625
226,13.698807716369629,13.598193168640137,18.82296371459961,25.952476501464844,-1882.1207275390625
227,12.42396354675293,13.163617134094238,19.703248977661133,25.952476501464844,-1882.1207275390625
228,12.36709976196289,13.229957580566406,19.507320404052734,25.952476501464844,-1882.1207275390625
229,13.913361549377441,13.870553970336914,20.664592742919922,25.952476501464844,-1882.1207275390625
230,13.888589859008789,13.754597663879395,20.955928802490234,25.952476501464844,-1882.1207275390625
231,14.538875579833984,14.50971794128418,20.661523818969727,25.952476501464844,-1882.1207275390625
232,14.649571418762207,14.203115463256836,21.87759780883789,25.952476501464844,-1882.1207275390625
233,12.82739543914795,14.055407524108887,20.95529556274414,25.952476501464844,-1882.1207275390625
234,12.845003128051758,13.877766609191895,20.25731086730957,25.952476501464844,-1882.1207275390625
235,13.603785514831543,14.037969589233398,19.96771240234375,25.952476501464844,-1882.1207275390625
236,12.955641746520996,13.94646167755127,20.450542449951172,25.952476501464844,-1882.1207275390625
237,12.308797836303711,13.757318496704102,20.3203125,25.952476501464844,-1882.1207275390625
238,15.499292373657227,13.866989135742188,19.124095916748047,25.952476501464844,-1882.1207275390625
239,13.534591674804688,14.284425735473633,22.773967742919922,25.952476501464844,-1882.1207275390625
240,12.750259399414062,13.963689804077148,21.34233856201172,25.952476501464844,-1882.1207275390625
241,13.399763107299805,14.057464599609375,19.503520965576172,25.952476501464844,-1882.1207275390625
242,12.991401672363281,14.123173713684082,21.358722686767578,25.952476501464844,-1882.1207275390625
243,14.438257217407227,13.938936233520508,19.40363121032715,25.952476501464844,-1882.1207275390625
244,13.37005615234375,13.507879257202148,20.436298370361328,25.952476501464844,-1882.1207275390625
245,13.400439262390137,13.760340690612793,19.620960235595703,25.952476501464844,-1882.1207275390625
246,12.346940040588379,13.583414077758789,20.762760162353516,25.952476501464844,-1882.1207275390625
247,15.33574390411377,13.889068603515625,19.40448570251465,25.952476501464844,-1882.1207275390625
248,13.437418937683105,13.662948608398438,19.31482696533203,25.952476501464844,-1882.1207275390625
249,13.376893997192383,13.853549003601074,21.61127471923828,25.952476501464844,-1882.1207275390625
250,14.141631126403809,13.803840637207031,19.436073303222656,25.952476501464844,-1882.1207275390625
251,15.38546371459961,14.102383613586426,21.14481544494629,25.952476501464844,-1882.1207275390625
252,13.719515800476074,14.23973560333252,20.884132385253906,25.952476501464844,-1882.1207275390625
253,13.602434158325195,14.079867362976074,19.74355697631836,25.952476501464844,-1882.1207275390625
254,13.493572235107422,14.34303092956543,21.466915130615234,25.952476501464844,-1882.1207275390625
255,14.786301612854004,14.2428617477417,21.770288467407227,25.952476501464844,-1882.1207275390625
256,13.247278213500977,13.477884292602539,18.86761474609375,25.952476501464844,-1882.1207275390625
257,13.794286727905273,13.371673583984375,20.389358520507812,25.952476501464844,-1882.1207275390625
258,14.538952827453613,14.183504104614258,20.89019203186035,25.952476501464844,-1882.1207275390625
259,13.845382690429688,14.133100509643555,19.747756958007812,25.952476501464844,-1882.1207275390625
260,14.094074249267578,14.1557035446167,19.566654205322266,25.952476501464844,-1882.1207275390625
261,15.283452033996582,14.150236129760742,20.505096435546875,25.952476501464844,-1882.1207275390625
262,13.762040138244629,14.212957382202148,21.716156005859375,25.952476501464844,-1882.1207275390625
263,13.414469718933105,14.422589302062988,22.35706329345703,25.952476501464844,-1882.1207275390625
264,14.228475570678711,14.111351013183594,19.505735397338867,25.952476501464844,-1882.1207275390625
265,13.99289321899414,14.459811210632324,21.6336669921875,25.952476501464844,-1882.1207275390625
266,15.085790634155273,14.719076156616211,19.925500869750977,25.952476501464844,-1882.1207275390625
267,15.459529876708984,14.311288833618164,21.841611862182617,25.952476501464844,-1882.1207275390625
268,14.278008460998535,14.4874906539917,21.290725708007812,25.952476501464844,-1882.1207275390625
269,14.260171890258789,14.784197807312012,22.149856567382812,25.952476501464844,-1882.1207275390625
270,14.01473617553711,14.645292282104492,20.918434143066406,25.952476501464844,-1882.1207275390625
271,14.405145645141602,14.740778923034668,21.737173080444336,25.952476501464844,-1882.1207275390625
272,16.16218376159668,15.133479118347168,21.15372657775879,25.952476501464844,-1882.1207275390625
273,14.854979515075684,15.038073539733887,22.225038528442383,25.952476501464844,-1882.1207275390625
274,14.95127010345459,15.24365520477295,21.474445343017578,25.952476501464844,-1882.1207275390625
275,14.914230346679688,15.490570068359375,21.843915939331055,25.952476501464844,-1882.1207275390625
276,15.110852241516113,15.182680130004883,20.81964683532715,25.952476501464844,-1882.1207275390625
277,14.93356704711914,15.02979564666748,21.709941864013672,25.952476501464844,-1882.1207275390625
278,15.996976852416992,15.269174575805664,23.028268814086914,25.952476501464844,-1882.1207275390625
279,14.98626708984375,15.274133682250977,22.152332305908203,25.952476501464844,-1882.1207275390625
280,15.421697616577148,15.975118637084961,23.672534942626953,25.952476501464844,-1882.1207275390625
281,17.247547149658203,15.498422622680664,21.6798095703125,25.952476501464844,-1882.1207275390625
282,15.31596565246582,15.621011734008789,21.738224029541016,25.952476501464844,-1882.1207275390625
283,16.737079620361328,15.972125053405762,22.066747665405273,25.952476501464844,-1882.1207275390625
284,14.695438385009766,15.756240844726562,21.662921905517578,25.952476501464844,-1882.1207275390625
285,15.414375305175781,16.12961769104004,23.01481819152832,25.952476501464844,-1882.1207275390625
286,16.86565399169922,15.733642578125,21.438228607177734,25.952476501464844,-1882.1207275390625
287,14.848552703857422,15.49126148223877,22.68033790588379,25.952476501464844,-1882.1207275390625
288,15.15218734741211,15.879104614257812,22.407562255859375,25.952476501464844,-1882.1207275390625
289,15.431539535522461,15.435343742370605,21.978788375854492,25.952476501464844,-1882.1207275390625
290,15.845258712768555,15.898419380187988,23.33786392211914,25.952476501464844,-1882.1207275390625
291,15.207191467285156,15.908279418945312,23.16433334350586,25.952476501464844,-1882.1207275390625
292,15.585810661315918,15.800138473510742,21.238277435302734,25.952476501464844,-1882.1207275390625
293,16.427684783935547,15.427350044250488,21.860721588134766,25.952476501464844,-1882.1207275390625
294,14.748334884643555,15.407078742980957,22.07762336730957,25.952476501464844,-1882.1207275390625
295,15.393096923828125,15.67259407043457,22.879894256591797,25.952476501464844,-1882.1207275390625
296,15.444814682006836,15.54603385925293,23.371631622314453,25.952476501464844,-1882.1207275390625
297,15.267583847045898,15.488598823547363,21.352554321289062,25.952476501464844,-1882.1207275390625
298,14.751508712768555,15.350042343139648,21.519489288330078,25.952476501464844,-1882.1207275390625
299,15.632349014282227,15.566972732543945,22.111804962158203,25.952476501464844,-1882.1207275390625
300,15.154668807983398,15.33740520477295,21.434551239013672,25.952476501464844,-1882.1207275390625
301,15.304370880126953,15.259928703308105,21.489948272705078,25.952476501464844,-1882.1207275390625
302,17.769638061523438,15.784788131713867,24.126972198486328,25.952476501464844,-1882.1207275390625
303,15.114429473876953,15.409013748168945,23.512069702148438,25.952476501464844,-1882.1207275390625
304,15.195136070251465,15.42637825012207,22.18569564819336,25.952476501464844,-1882.1207275390625
305,16.712587356567383,15.9215726852417,23.174678802490234,25.952476501464844,-1882.1207275390625
306,15.185056686401367,15.77508544921875,23.560659408569336,25.952476501464844,-1882.1207275390625
307,16.6409912109375,15.56181526184082,22.931194305419922,25.952476501464844,-1882.1207275390625
308,15.28467845916748,15.511645317077637,23.36199951171875,25.952476501464844,-1882.1207275390625
309,14.567325592041016,15.447412490844727,21.66650390625,25.952476501464844,-1882.1207275390625
310,16.67340660095215,15.69225025177002,21.741138458251953,25.952476501464844,-1882.1207275390625
311,15.291521072387695,15.831199645996094,22.70731544494629,25.952476501464844,-1882.1207275390625
312,15.044278144836426,16.05240821838379,24.45352554321289,25.952476501464844,-1882.1207275390625
313,15.245327949523926,15.279687881469727,21.423709869384766,25.952476501464844,-1882.1207275390625
314,15.108458518981934,15.719900131225586,22.336536407470703,25.952476501464844,-1882.1207275390625
