iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
206,5113.66650390625,3335.0,4715.0,1740.0,18324.59765625
207,5297.61962890625,3115.0,4500.0,1740.0,18324.59765625
208,4138.93798828125,2305.0,4160.0,1740.0,18324.59765625
209,5475.07470703125,3575.0,4645.0,1740.0,18324.59765625
210,4431.9873046875,3475.00146484375,4520.0,1740.0,18324.59765625
211,4083.082275390625,2340.0,4015.28466796875,1740.0,18324.59765625
212,4737.32373046875,3465.0,4535.2392578125,1740.0,18324.59765625
213,4691.02587890625,2555.0,4255.0,1740.0,18324.59765625
214,4778.4599609375,3440.0,4640.01025390625,1740.0,18324.59765625
215,4314.15771484375,2600.0,4380.0,1740.0,18324.59765625
216,5371.61376953125,2995.0,4345.0,1740.0,18324.59765625
217,4307.40087890625,2411.985595703125,4405.0,1740.0,18324.59765625
218,4402.6513671875,2420.0,4295.0,1740.0,18324.59765625
219,4965.16455078125,2790.0,4660.0,1740.0,18324.59765625
220,4645.20849609375,3060.169189453125,4585.0,1740.0,18324.59765625
221,4777.15966796875,2755.0,4695.0,1740.0,18324.59765625
222,4388.36181640625,2120.0,4105.0,1740.0,18324.59765625
223,4468.462890625,2955.0,4360.0,1740.0,18324.59765625
224,5442.75146484375,2340.0,4455.177734375,1740.0,18324.59765625
225,5152.66455078125,2621.241943359375,4235.0,1740.0,18324.59765625
226,4674.8173828125,2550.583740234375,4366.177734375,1740.0,18324.59765625
227,4248.97216796875,2640.0029296875,4375.0,1740.0,18324.59765625
228,4877.82275390625,2295.0,4506.29638671875,1740.0,18324.59765625
229,4103.20703125,2740.275146484375,4065.0,1740.0,18324.59765625
230,4504.00634765625,2720.0,4150.0,1740.0,18324.59765625
231,4722.16162109375,3035.0,4230.0,1740.0,18324.59765625
232,4853.50439453125,2605.0,4546.47119140625,1740.0,18324.59765625
233,4672.31494140625,2440.17236328125,4255.0,1740.0,18324.59765625
234,4928.75,2920.0,4660.04638671875,1740.0,18324.59765625
235,4674.73583984375,3106.8408203125,4520.01416015625,1740.0,18324.59765625
236,4876.21923828125,3155.0,4597.72119140625,1740.0,18324.59765625
237,5379.05078125,3105.0,4375.05712890625,1740.0,18324.59765625
238,4087.691650390625,2085.0,4285.39892578125,1740.0,18324.59765625
239,5572.8046875,2625.04052734375,4725.04248046875,1740.0,18324.59765625
240,4758.0546875,2195.000244140625,4686.29736328125,1740.0,18324.59765625
241,5389.63427734375,3280.501953125,4710.859375,1740.0,18324.59765625
242,4728.01025390625,3210.0,4425.10107421875,1740.0,18324.59765625
243,4923.34521484375,3295.0,4365.21630859375,1740.0,18324.59765625
244,4035.02734375,2735.459228515625,3870.622802734375,1740.0,18324.59765625
245,4636.98974609375,2455.44921875,4598.01904296875,1740.0,18324.59765625
